cod_sed;secretaria;codigo_institucion;nombre_institucion;licencia;fecha_licencia;cod_dpto;departamento;cod_mpio;municipio;certificado_calidad;numero_certificacion;norma;entidad_emisora;estado_certificacion;año_corte;mes_corte
3802;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;8153;INSTITUTO DE EDUCACIÓN PARA EL TRABAJO Y DESARROLLO HUMANO CHIPOLOS;1026;05/04/2015 12:00:00 AM;54;NORTE DE SANTANDER;54001;CÚCUTA;NO;;;;;2020;11
3776;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FLORENCIA;7546;CORPORACION UNIVERSITARIA MINUTO DE DIOS;10345;08/01/2090 12:00:00 AM;18;CAQUETÁ;18001;FLORENCIA;NO;;;;;2020;11
3735;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;3920;CORPORACION EDUCATIVA INSTITUTO TECNICO INSETEC;001804;03/03/2009 12:00:00 AM;25;CUNDINAMARCA;25430;MADRID;NO;;;;;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;5034;CEINFOS;3611;10/05/2010 12:00:00 AM;52;NARIÑO;52885;YACUANQUER;NO;;;;;2020;11
3776;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FLORENCIA;7635;INSTITUTO PARA LA FORMACION Y PROYECCION DE TALENTO HUMANO INFORPH;0869;12/16/2014 12:00:00 AM;18;CAQUETÁ;18001;FLORENCIA;NO;;;;;2020;11
3776;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FLORENCIA;1015;ESCUELA COLOMBIANA DE CIENCIAS EN SALUD FLORENCIA ECSALUD ZOMAC S.A.S.;000052;01/07/2099 12:00:00 AM;18;CAQUETÁ;18001;FLORENCIA;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;5846;CENTRO DE CIENCIA Y SENSIBILIZACIÓN AMBIENTAL;15196;12/07/2011 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;396;FUNDACIÓN CENTRO ELECTRÓNICO DE IDIOMAS FUNCEI;4056;09/29/2004 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3819;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA;6786;CORPORACION ESCUELA SUPERIOR DE ADMINISTRACIÓN Y ESTUDIOS TECNOLOGICOS;0904;04/13/2012 12:00:00 AM;76;VALLE DEL CAUCA;76109;BUENAVENTURA;NO;;;;;2020;11
3825;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CASANARE;9085;ESCUELA DE FORMACIÓN EMPRESARIAL EFE;3189;12/13/2018 12:00:00 AM;85;CASANARE;85010;AGUAZUL;NO;;;;;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;7046;"CENTRO DE ESTUDIOS TÉCNICOS ""CEPRODENT""";862;09/12/2013 12:00:00 AM;23;CÓRDOBA;23672;SAN ANTERO;NO;;;;;2020;11
4841;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YOPAL;6829;FUNDACION TECNICA DE COLOMBIA;0798;06/27/2016 12:00:00 AM;85;CASANARE;85001;YOPAL;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9131;INSTITUCION DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO CORPOIBEROAMERICANA S.A.S;06-004-2019;02/05/2019 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3799;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO;9498;POLITÉCNICO ANDINO DE COLOMBIA SAS;4094;12/26/2019 12:00:00 AM;52;NARIÑO;52001;PASTO;NO;;;;;2020;11
3818;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;2680;CORPORACION UNIVERSAL DE LOS ANDES-CUA;4143.2.21.3796;05/12/2010 12:00:00 AM;76;VALLE DEL CAUCA;76001;CALI;SI;20.037-3;NTC 5555;CELAC;RENOVADA;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;6340;"INSTITUTO DE EDUCACION PARA EL TRABAJO  Y EL DESARROLLO HUMANO ""SISTEC""";089;06/16/2006 12:00:00 AM;23;CÓRDOBA;23466;MONTELÍBANO;NO;;;;;2020;11
3810;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BARRANCABERMEJA;9230;INSTITUTO TÉCNICO QUALlTA S.A.S;2249;12/27/2018 12:00:00 AM;68;SANTANDER;68081;BARRANCABERMEJA;NO;;;;;2020;11
3801;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NORTE DE SANTANDER;7563;CAPACITACIONES INTELCOC INSTITUTO TECNICO LABORAL COMPETITIVO DE COLOMBIA;RESOLUCION No 00705;03/12/2012 12:00:00 AM;54;NORTE DE SANTANDER;54518;PAMPLONA;NO;;;;;2020;11
4909;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;8277;UNIVERSIDAD UNIVERSIDAD SIMON BOLIVAR;1318;11/15/2072 12:00:00 AM;8;ATLÁNTICO;8001;BARRANQUILLA;NO;;;;;2020;11
3767;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;9469;"INSTITUTO DE ENSEÑANZA Y CAPACITACIÓN TÉCNICA DE LA SABANA ""IDECTSA"" - MONTECRISTO";3558;09/11/2017 12:00:00 AM;13;BOLÍVAR;13458;MONTECRISTO;NO;;;;;2020;11
3793;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MAICAO;8715;CENTRO IBEROAMERICANO DE ESTUDIOS TÉCNICO LABORAL;1744;12/30/2016 12:00:00 AM;44;LA GUAJIRA;44430;MAICAO;NO;;;;;2020;11
4911;SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA;6635;INSTITUTO DARSEINI;0511;07/05/2006 12:00:00 AM;47;MAGDALENA;47001;SANTA MARTA;NO;;;;;2020;11
3806;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;7362;RODRIGO ARENAS BETANCURT;468;07/07/2097 12:00:00 AM;66;RISARALDA;66001;PEREIRA;NO;;;;;2020;11
3822;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PALMIRA;1584;CENTRO DE ASISTENCIAS TÉCNICAS EMPRESARIALES ¨CENTRA 2000 EAT¨;0890;06/12/2013 12:00:00 AM;76;VALLE DEL CAUCA;76520;PALMIRA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9152;UNIPANAMERICANA FUNDACION UNIVERSITARIA PANAMERICANA;PJ23635;12/23/2081 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;SI;FT-CER728684;NTC 5555;ICONTEC;PRIMERA VEZ;2020;11
3765;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOLEDAD;9477;INSTITUTO TÈCNICO NETEN;0445;08/13/2019 12:00:00 AM;8;ATLÁNTICO;8758;SOLEDAD;NO;;;;;2020;11
3808;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SANTANDER;1674;INSTITUTO ANDINO;9722;06/04/2014 12:00:00 AM;68;SANTANDER;68077;BARBOSA;NO;;;;;2020;11
3822;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PALMIRA;9258;INSTITUTO BASIS;3072;06/11/2019 12:00:00 AM;76;VALLE DEL CAUCA;76520;PALMIRA;NO;;;;;2020;11
3758;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;5915;FUNDACIÓN ESCUELA COLOMBIANA DE MERCADOTECNIA - ESCOLME;007033;08/24/2011 12:00:00 AM;5;ANTIOQUIA;5761;SOPETRÁN;NO;;;;;2020;11
10850;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FACATATIVÁ;4535;ESCUELA COLOMBIANA DE BELLEZA;1045;11/25/2009 12:00:00 AM;25;CUNDINAMARCA;25269;FACATATIVÁ;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;6175;INSTITUCION EDUCATIVA TULIO OSPINA;030003;02/21/2011 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3819;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA;3593;"INSTITUTO SUPERIOR DE PROFESIONALES DEL VALLE DEL CAUCA ""INPROVALLEC S.A""";Nº 0905;01/23/2009 12:00:00 AM;76;VALLE DEL CAUCA;76109;BUENAVENTURA;NO;;;;;2020;11
3771;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE DUITAMA;7303;TELL ME THE WAY;444;05/21/2013 12:00:00 AM;15;BOYACÁ;15238;DUITAMA;SI;SG2019002751 J;NTC 5555;COTECNA;PRIMERA VEZ;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;3605;INDECO;07;01/04/2010 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;;;;;2020;11
3789;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CHOCÓ;9426;CENTRO TÉCNICO DEL CHOCÓ - CETCHO;3517;12/10/2019 12:00:00 AM;27;CHOCO;27450;MEDIO SAN JUAN;NO;;;;;2020;11
4382;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE QUIBDÓ;8484;CEDENORTE INSTITUCION TECNICA - SECCIONAL QUIBDO;0411;06/15/2016 12:00:00 AM;27;CHOCO;27001;QUIBDÓ;NO;;;;;2020;11
4910;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;2880;ACADEMIA DE BELLEZA ESTETICA FRANCESA;0078;03/04/2011 12:00:00 AM;13;BOLÍVAR;13001;CARTAGENA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;3707;ALIANZA COLOMBO FRANCESA;010143;11/06/2009 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;SI;FT-CER577683;NTC 5555;ICONTEC;PRIMERA VEZ;2020;11
4909;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;7774;CORPORACION EDUCATIVA CHACON COECH;03683;07/16/2015 12:00:00 AM;8;ATLÁNTICO;8001;BARRANQUILLA;NO;;;;;2020;11
3799;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO;8803;CENTRO TÉCNICO EDUCATIVO SAGRADO CORAZÓN DE MARÍA - CESCOM;0911;04/06/2017 12:00:00 AM;52;NARIÑO;52001;PASTO;NO;;;;;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7099;CENTRO DE ESTUDIOS PROFESIONALES ANDINO;Resolución 3729;12/31/2007 12:00:00 AM;52;NARIÑO;52399;LA UNIÓN;NO;CO242074;NTC 5555;BUREAU VERITAS;VENCIDA;2020;11
3792;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL LA GUAJIRA;5634;"INSTITUTO NACIONAL CENTRO DE SISTEMAS ""SYSTEM CENTER"" - SAN JUAN";1950;12/17/2010 12:00:00 AM;44;LA GUAJIRA;44650;SAN JUAN DEL CESAR;NO;;;;;2020;11
3794;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA;6424;CORPORACIÓN EDUCATIVA PARA EL TRABAJO Y EL DESARROLLO DE LA COSTA ATLÁNTICA C-EDUCA;140;02/24/2011 12:00:00 AM;47;MAGDALENA;47288;FUNDACIÓN;NO;;;;;2020;11
3786;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FUSAGASUGÁ;1783;"FUNDACION DE EDUCACION  EN SALUD MARIE POUSSEPIN "" FORMASALUD""";000998;10/13/2099 12:00:00 AM;25;CUNDINAMARCA;25290;FUSAGASUGÁ;NO;;;;;2020;11
3773;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CALDAS;9602;EMPRESA DE EDUCACIÓN ISI S.A.S;2648-6;09/02/2020 12:00:00 AM;17;CALDAS;17614;RIOSUCIO;NO;;;;;2020;11
3779;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CESAR;7322;ESCUELA DE EDUCACION DE COLOMBIA ESESCO - ASTREA;006060;12/16/2013 12:00:00 AM;20;CESAR;20032;ASTREA;NO;;;;;2020;11
4841;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YOPAL;8449;INSTITUCION DE EDUCACIÓN PARA EL TRABAJO Y DESARROLLO HUMANO MUNDO STILOS;1468;11/25/2016 12:00:00 AM;85;CASANARE;85001;YOPAL;NO;;;;;2020;11
3777;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA;6097;ESCUELA DE FORMACIÓN TÉCNICA LABORAL SANTANDER;10829;11/05/2010 12:00:00 AM;19;CAUCA;19698;SANTANDER DE QUILICHAO;NO;;;;;2020;11
3808;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SANTANDER;5870;CORPORACION UNIDADES TECNICAS DE COLOMBIA - UTC;020535;12/15/2011 12:00:00 AM;68;SANTANDER;68655;SABANA DE TORRES;NO;;;;;2020;11
3801;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NORTE DE SANTANDER;9306;IETDH INSTITUTO TECNICO LABORAL Y EMPRESARIAL COMFANORTE PAMPLONA;002838;07/04/2019 12:00:00 AM;54;NORTE DE SANTANDER;54518;PAMPLONA;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;9099;CEDENORTE INSTITUCIÓN TÉCNICA SECCIONAL MEDELLÍN;201850083655;12/13/2018 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3814;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SINCELEJO;4505;CORPORACIÓN BIOESTETICA CENTRO DE ENSEÑANZA;4987;10/01/2018 12:00:00 AM;70;SUCRE;70001;SINCELEJO;SI;FT-CER356030;NTC 5555;ICONTEC;RENOVADA;2020;11
7609;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE RIONEGRO;8901;UNIVERSIDAD CATÓLICA DE ORIENTE - UCO;2650;02/24/2083 12:00:00 AM;5;ANTIOQUIA;5615;RIONEGRO;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;8930;INSTITUCION DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO KUEPA SEDE RESTREPO;15-022;06/13/2018 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;1378;INSTITUTO DE VENTAS Y MERCADEO PEDRO H MORALES;2134;02/24/2097 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
10930;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ZIPAQUIRÁ;6387;INSTITUTO EDUCATIVO PARA EL DESARROLLO HUMANO,   HUMANARTE;402;11/23/2012 12:00:00 AM;25;CUNDINAMARCA;25899;ZIPAQUIRÁ;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;4771;CORPORACION TECNOLOGICA EMPRESARIAL-KENNEDY;1695;05/09/2006 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3765;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOLEDAD;9277;CORPORACIÓN EDUCATIVA TÉCNICA DE COLOMBIA CORPETEC;0157;02/04/2019 12:00:00 AM;8;ATLÁNTICO;8758;SOLEDAD;NO;;;;;2020;11
3767;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;7980;FUNDACION NACIONAL PARA EL DESARROLLO TECNICO, TECNOLOGICO  Y COMUNITARIO DE COLOMBIA - FUNDETEC;01-587;12/29/2012 12:00:00 AM;13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;4083;FENALCO BOGOTA DIRECCION DE CAPACITACION;3755;09/19/2008 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
4911;SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA;6415;ACADEMIA DE BELLEZA LA COSTA;1539;11/16/2012 12:00:00 AM;47;MAGDALENA;47001;SANTA MARTA;NO;;;;;2020;11
3806;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;7051;IDIOMAS ACADEMIA;5606;09/19/2013 12:00:00 AM;66;RISARALDA;66001;PEREIRA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9373;CENTRO DE ESTUDIO PAULO FREIRE;110401;12/12/2012 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3735;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;4809;POLITECNICO ATENAS;007685;11/29/2010 12:00:00 AM;25;CUNDINAMARCA;25297;GACHETÁ;NO;;;;;2020;11
3788;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOACHA;3959;FUNDACION SAN MATEO;513;06/05/2009 12:00:00 AM;25;CUNDINAMARCA;25754;SOACHA;NO;;;;;2020;11
3764;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ATLÁNTICO;4727;CENTRO DE INFORMATICA DEL CARIBE LTDA DE SABANALARGA;1233;07/21/2008 12:00:00 AM;8;ATLÁNTICO;8638;SABANALARGA;NO;20.058-1;NTC 5555;CELAC;CANCELADA;2020;11
3778;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;5692;CENTRO DE SERVICIOS Y CAPACITACION COMFACAUCA;01013;08/26/2005 12:00:00 AM;19;CAUCA;19001;POPAYÁN;NO;CO18/8031;NTC 5555;SGS COLOMBIA;VENCIDA;2020;11
3765;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOLEDAD;8564;"INSTITUTO TÉCNICO TRIUNFAR ""INTET""";0479;06/07/2017 12:00:00 AM;8;ATLÁNTICO;8758;SOLEDAD;NO;;;;;2020;11
3787;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE GIRARDOT;9233;INSTITUTO DE FORMACIÓN ACADÉMICA BÁSICA COMPLEMENTARIA - IFABC;1053;12/21/2018 12:00:00 AM;25;CUNDINAMARCA;25307;GIRARDOT;NO;;;;;2020;11
3779;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CESAR;7518;"INSTITUTO TECNICO DEL NORTE ""ITN""";006063;04/15/2009 12:00:00 AM;20;CESAR;20238;EL COPEY;NO;;;;;2020;11
3777;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA;7943;INSTITUTO TECNICO LABORAL ALHERSAN;8386;10/16/2015 12:00:00 AM;19;CAUCA;19548;PIENDAMÓ;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;231;INSTITUTO TRIANGULO PATIO BONITO;8687;12/09/2097 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7621;INSTITUTO DE CAPACITACIÓN EN ÁREAS ADMINISTRATIVAS Y SISTEMAS INCAAS;1739;06/08/2012 12:00:00 AM;52;NARIÑO;52694;SAN PEDRO DE CARTAGO;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9479;ESCUELA NACIONAL DE CINE CHAPINERO;02-011;02/07/2020 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
4909;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;8049;ESCUELA GASTRONOMICA CHEF CAPARROSO;06219;10/30/2015 12:00:00 AM;8;ATLÁNTICO;8001;BARRANQUILLA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;1059;ACADEMIA TECNICA DE BELLEZA;06-004;02/12/2010 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;6062;"PROGRESO EMPRESARIAL ""PROEM""";2516;11/28/2011 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;;;;;2020;11
3802;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;7287;FUNDACION TECNICA DE COLOMBIA;1852;09/20/2013 12:00:00 AM;54;NORTE DE SANTANDER;54001;CÚCUTA;SI;FT-CER607885;NTC 5555;ICONTEC;PRIMERA VEZ;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;6351;"CENTRO DE ESTUDIOS TÉCNICOS ""CEPRODENT""";495;08/23/2012 12:00:00 AM;23;CÓRDOBA;23574;PUERTO ESCONDIDO;NO;;;;;2020;11
3783;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE LORICA;5523;"INSTITUTO TECNICO DE LA COSTA ""INSTECO""";00291;06/13/2016 12:00:00 AM;23;CÓRDOBA;23417;LORICA;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;9424;FUNDACIÓN UNIVERSITARIA MARÍA CANO;17996;11/17/2087 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3809;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;7039;CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO - UDI - INSTITUTO DE LENGUAS;22195;12/20/2085 12:00:00 AM;68;SANTANDER;68001;BUCARAMANGA;NO;;;;;2020;11
3809;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;9031;INSTITUTO DE FORMACIÓN EMPRESARIAL FENALCO SANTANDER;2982;09/10/2018 12:00:00 AM;68;SANTANDER;68001;BUCARAMANGA;NO;;;;;2020;11
3770;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TUNJA;1877;"ESCUELA Y TALLER DE CAPACITACIÓN EN SALUD DEL NORORIENTE ""NORSALUD""";0163;03/15/2010 12:00:00 AM;15;BOYACÁ;15001;TUNJA;NO;;;;;2020;11
3793;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MAICAO;9555;ESCUELA DE NEGOCIOS EADI;RESOLUCIÓN_1160;09/18/2015 12:00:00 AM;44;LA GUAJIRA;44430;MAICAO;NO;;;;;2020;11
3823;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TULUÁ;2749;"Taller Odontológico y de Mecánica Dental ""TOMEDENT""";310-056,194;04/16/2009 12:00:00 AM;76;VALLE DEL CAUCA;76834;TULUÁ;NO;FT-CER481333;NTC 5555;ICONTEC;VENCIDA;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7609;INSTITUTO DE CAPACITACIÓN EN ÁREAS ADMINISTRATIVAS Y SISTEMAS INCAAS;2006;06/19/2013 12:00:00 AM;52;NARIÑO;52352;ILES;NO;;;;;2020;11
3816;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ;5904;FUNDACION COLOMBO AMERICANO  IBAGUE;81-1609;09/25/2008 12:00:00 AM;73;TOLIMA;73001;IBAGUÉ;SI;FT-CER444809;NTC 5555;ICONTEC;RENOVADA;2020;11
3819;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA;4769;INSTITUCION EDUCATIVA PARA EL TRABAJO Y EL DESARROLLO HUMANO SAN BUENAVENTURA;1110;06/30/2010 12:00:00 AM;76;VALLE DEL CAUCA;76109;BUENAVENTURA;NO;;;;;2020;11
3735;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;4255;FUNDACION ESCUELA DE ENFERMERIA DE UBATE-SEDE PACHO;000837;06/22/2000 12:00:00 AM;25;CUNDINAMARCA;25513;PACHO;NO;;;;;2020;11
7740;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SABANETA;9592;FUNDACION UNIVERSITARIA CEIPA;6266;04/05/2083 12:00:00 AM;5;ANTIOQUIA;5631;SABANETA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;4648;INSTITUCIÓN DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO CENESCALA (CENTRO NACIONAL DE ESTUDIOS Y CAPACITACIÓN LABORAL);5232;04/12/2006 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;SI;20.069-1;NTC 5555;CELAC;PRIMERA VEZ;2020;11
4910;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;6820;INSTITUTO INTERNACIONAL DE IDIOMAS Y TURISMO STEPHEN KRASHEN;303;07/10/2012 12:00:00 AM;13;BOLÍVAR;13001;CARTAGENA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;403;ACADEMIA DE BELLEZA EUROPEA;16-0041;06/11/2009 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3826;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO;7696;Politécnico Nacional de Artes y Oficios PONAO;2427;06/12/2015 12:00:00 AM;86;PUTUMAYO;86001;MOCOA;NO;;;;;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;8414;CORPORACION EDUCATIVA DE CORDOBA;1983;08/16/2016 12:00:00 AM;23;CÓRDOBA;23182;CHINÚ;NO;;;;;2020;11
3818;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;3308;INSTITUTO DE EDUCACION TECNICA CAFOR;4143.2.21.5599;07/10/2009 12:00:00 AM;76;VALLE DEL CAUCA;76001;CALI;NO;;;;;2020;11
4909;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;9526;CORPORACION TECNICA APRENDIENDO;10293;12/13/2019 12:00:00 AM;8;ATLÁNTICO;8001;BARRANQUILLA;NO;;;;;2020;11
3810;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BARRANCABERMEJA;2456;SISTEMAS INTERACTIVOS DE COLOMBIA BARRANCABERMEJA LTDA;1767;10/21/2009 12:00:00 AM;68;SANTANDER;68081;BARRANCABERMEJA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7947;INSTITUTO EDUCATIVO ENEAUDIO NYD;13-085;10/09/2015 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3817;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE;8037;INSTITUTO GLOBAL TECHNICAL STUDY CORPORATION GTS;2554;05/19/2014 12:00:00 AM;76;VALLE DEL CAUCA;76400;LA UNIÓN;NO;;;;;2020;11
3802;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;5574;VIILA SANTANDER;000537;04/01/2011 12:00:00 AM;54;NORTE DE SANTANDER;54001;CÚCUTA;NO;;;;;2020;11
10857;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MOSQUERA;6663;CENTRO SALESIANO SAN JOSE;RESOLUCION108;05/12/2014 12:00:00 AM;25;CUNDINAMARCA;25473;MOSQUERA;NO;;;;;2020;11
