cod_sed;secretaria;codigo_institucion;nombre_institucion;licencia;fecha_licencia;cod_dpto;departamento;cod_mpio;municipio;certificado_calidad;numero_certificacion;norma;entidad_emisora;estado_certificacion;año_corte;mes_corte
3791;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA;8258;CORPORACIÓN EDUCATIVA FRANCISCO JOSÉ DE CALDAS;548;05/07/2014 12:00:00 AM;41;HUILA;41001;NEIVA;NO;;;;;2020;11
3778;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;3017;INSTITUTO ADVANCING SYSTEM PLUS S.A.S;01905;12/07/2005 12:00:00 AM;19;CAUCA;19001;POPAYÁN;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;6118;"CENTRO DE CONTABILIDAD Y SISTEMAS ""CENCOSISTEMAS""";6766;11/27/2096 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;SI;SG2019000675 J;NTC 5555;COTECNA;PRIMERA VEZ;2020;11
3826;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO;8645;Instituto Santafe;2368;08/01/2017 12:00:00 AM;86;PUTUMAYO;86568;PUERTO ASÍS;NO;;;;;2020;11
3791;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA;8642;CENTRO INTERNACIONAL DE MAQUINARIA PESADA DPL S.A.S.;1949;08/30/2017 12:00:00 AM;41;HUILA;41001;NEIVA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;9182;ESCUELA DE INGLES WEA;01-0012;03/11/2019 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3778;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;6919;CORPORACION EDUCATIVA  AVANCEMOS;20121700010204;03/26/2012 12:00:00 AM;19;CAUCA;19001;POPAYÁN;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;1112;CENTRO DE ENSENANZA  EN TECNICAS  ESTETICAS  RELACIONADAS    VITAL CENTER;160037;05/26/2009 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;4913;INTECO INSTITUTO TÉCNICO COMERCIAL;11075;12/02/2009 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;IC&T-5555-40-233-02/17;NTC 5555;INTERNATIONAL CERTIFICATION & TRAINING S.A.;VENCIDA;2020;11
3773;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CALDAS;9222;INSTITUCION TECNICA Y TECNOLOGICA DE COLOMBIA ITTC;2421-6-4988-6;04/22/2019 12:00:00 AM;17;CALDAS;17380;LA DORADA;NO;;;;;2020;11
4815;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE JAMUNDÍ;6038;INSTITUTO DE EDUCACIÓN PARA AUXILIARES POR COMPETENCIAS - IDEAXCOM;30-49-2043;10/28/2010 12:00:00 AM;76;VALLE DEL CAUCA;76364;JAMUNDÍ;NO;;;;;2020;11
3794;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA;4554;COMPU-EMI;215;05/28/2008 12:00:00 AM;47;MAGDALENA;47245;EL BANCO;NO;;;;;2020;11
3795;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CIÉNAGA;8506;CORPORACIÓN DE EDUCACIÓN PARA EL DESARROLLO HUMANO KORPODESCO;1500;04/27/2017 12:00:00 AM;47;MAGDALENA;47189;CIÉNAGA;NO;;;;;2020;11
4910;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;9509;CENTRO DE EDUCACION ARDEC;4228;06/27/2018 12:00:00 AM;13;BOLÍVAR;13001;CARTAGENA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;398;INSTITUTO DE EDUCACION INGABO LTDA EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO;867;04/29/2093 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;FT-CER272639;NTC 5555;ICONTEC;VENCIDA;2020;11
3826;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO;7608;"CENTRO TECNICO SISTEMATIZADO ""C.T.S.""";1520;04/17/2015 12:00:00 AM;86;PUTUMAYO;86320;ORITO;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;6402;CAMPO ALTO ACESALUD S.A.;01-0128;11/27/2012 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3777;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA;5263;INSTITUTO TECNICO EN INFORMATICA CONTABLE ITINCO;8180;09/29/2009 12:00:00 AM;19;CAUCA;19022;ALMAGUER;NO;;;;;2020;11
4909;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;9522;FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO;10436-P.J.;10/04/2091 12:00:00 AM;8;ATLÁNTICO;8001;BARRANQUILLA;NO;;;;;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7542;INSTITUTO DE EDUCACIÓN TÉCNICA INESUR;4218;12/10/2009 12:00:00 AM;52;NARIÑO;52678;SAMANIEGO;NO;;;;;2020;11
3807;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE DOSQUEBRADAS;8577;SEGURIDAD INTEGRAL HSEQ S.A.S;685;06/15/2017 12:00:00 AM;66;RISARALDA;66170;DOSQUEBRADAS;NO;;;;;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;4264;INSTITUTO DE CAPACITACION COMPUNET;883;03/30/2010 12:00:00 AM;52;NARIÑO;52683;SANDONÁ;NO;;;;;2020;11
3818;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;7274;ACADEMIA DE LOCUCION RAADIO Y TELEVISION ARTV;4143.0.21.5003;07/08/2014 12:00:00 AM;76;VALLE DEL CAUCA;76001;CALI;NO;;;;;2020;11
3802;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;709;INSTITUTO TECNICO IMTEL LTDA;1013;06/09/2009 12:00:00 AM;54;NORTE DE SANTANDER;54001;CÚCUTA;NO;FT-CER528013;NTC 5555;ICONTEC;VENCIDA;2020;11
3805;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL RISARALDA;4550;Instituto OXFORD (Santa Rosa de Cabal);0218;03/20/2007 12:00:00 AM;66;RISARALDA;66682;SANTA ROSA DE CABAL;NO;CO17.01239;NTC 5555;BUREAU VERITAS;CANCELADA;2020;11
3807;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE DOSQUEBRADAS;6917;PREDESALUD;791;06/20/2016 12:00:00 AM;66;RISARALDA;66170;DOSQUEBRADAS;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;8608;CENTRO DE ENSEÑANZA CONDUTRAMITES CLUB - ETDH;002958;03/14/2017 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3808;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SANTANDER;2992;CENTRO EDUCATIVO EL BOSQUE;12261;08/27/2010 12:00:00 AM;68;SANTANDER;68147;CAPITANEJO;NO;;;;;2020;11
3804;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ARMENIA;7202;ASODICS S.A.S;2005;06/17/2014 12:00:00 AM;63;QUINDÍO;63001;ARMENIA;NO;;;;;2020;11
3790;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL HUILA;5022;CENTRO DE ESTUDIOS NAVARRA;0156;02/02/2011 12:00:00 AM;41;HUILA;41791;TARQUI;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7960;ALIANZA COLOMBO FRANCESA;020073;09/12/2017 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;SI;FT-CER577683;NTC 5555;ICONTEC;PRIMERA VEZ;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;7720;"CENTRO DE ESTUDIOS ADMINISTRATIVOS ""CEADS""";1295;06/02/2015 12:00:00 AM;23;CÓRDOBA;23675;SAN BERNARDO DEL VIENTO;NO;;;;;2020;11
3816;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ;2743;ESCUELA DE BELLEZA NUBIA Y TOÑINA;71-3250;12/15/2009 12:00:00 AM;73;TOLIMA;73001;IBAGUÉ;NO;;;;;2020;11
3813;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SUCRE;9633;ESCUELA DE CARABINEROS RAFAEL NÚÑEZ;2254;10/24/2075 12:00:00 AM;70;SUCRE;70215;COROZAL;NO;;;;;2020;11
3799;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO;6545;AMERICAN CENTER COMPUTER;1215;06/15/2012 12:00:00 AM;52;NARIÑO;52001;PASTO;NO;;;;;2020;11
3794;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA;5328;INSTITUTO DE FORMACION TECNICA I..F.T CAJAMAG;146;02/24/2011 12:00:00 AM;47;MAGDALENA;47288;FUNDACIÓN;NO;;;;;2020;11
3765;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOLEDAD;9539;CENTRO DE CAPACITACIÓN LABORAL SAS;1101;12/26/2019 12:00:00 AM;8;ATLÁNTICO;8758;SOLEDAD;NO;;;;;2020;11
10930;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ZIPAQUIRÁ;8384;INSTITUTO TOMAS MORO;1120;12/14/2016 12:00:00 AM;25;CUNDINAMARCA;25899;ZIPAQUIRÁ;NO;;;;;2020;11
3824;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ARAUCA;4883;CORPORACION DE EDUCACION DEL ORIENTE - CORPORIENTE;2180 DEL 2009;09/01/2009 12:00:00 AM;81;ARAUCA;81736;SARAVENA;NO;;;;;2020;11
3778;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;3009;CAMBRIDGE LANGUAGE CENTRES;20161700345791;08/05/2016 12:00:00 AM;19;CAUCA;19001;POPAYÁN;NO;;;;;2020;11
3788;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOACHA;6494;FUNDACIÓN POLITÉCNICO BICENTENARIO;1660;07/29/2014 12:00:00 AM;25;CUNDINAMARCA;25754;SOACHA;NO;;;;;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;8909;MARIA LAURA MONTOYA SEDE CIUDAD PORFIA;1568;05/23/2018 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;;;;;2020;11
3796;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL META;8412;INSTITUCIÓN DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO COFREM - GRANADA;6092;12/14/2016 12:00:00 AM;50;META;50313;GRANADA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;8252;CORPORACION ESCALANDO FUTURO;18-019;06/21/2016 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;4784;"INSTITUTO TECNICO DE TRANSITO, TRANSPORTE Y SEGURIDAD VIAL ""INTRAVIAL""";00000374;10/26/2010 12:00:00 AM;23;CÓRDOBA;23686;SAN PELAYO;NO;;;;;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7573;INSTITUTO DE EDUCACIÓN TÉCNICA INESUR;2609;07/23/2010 12:00:00 AM;52;NARIÑO;52260;EL TAMBO;NO;;;;;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;8733;INSTITUTO POLITÉCNICO AGROINDUSTRIAL SEDE CIUDAD SALITRE;3797;12/21/2017 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;;;;;2020;11
10850;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FACATATIVÁ;8649;CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA D.C. SEDE FACATATIVA;1010;09/05/2017 12:00:00 AM;25;CUNDINAMARCA;25269;FACATATIVÁ;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;4865;INSTITUCION TECNICA SAN JOSE OBRERO (antes INSTITUCION TECNICA NAZARET);110361;12/22/2010 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;FT-CER292866;NTC 5555;ICONTEC;VENCIDA;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;7271;POLITÉCNICO GRANCOLOMBIANO;19349;11/04/2080 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3791;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE NEIVA;4415;ESCUELA TECNICA ESPECIALIZADA SACS CONSULTORES;1302 LICENCIA DE FUNCIONAMIENTO;10/07/2009 12:00:00 AM;41;HUILA;41001;NEIVA;NO;;;;;2020;11
3758;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;8753;INSTITUTO DE FORMACIÓN INTEGRAL PARA EL TRABAJO - IFIT;2017060112674;12/12/2017 12:00:00 AM;5;ANTIOQUIA;5893;YONDÓ;NO;;;;;2020;11
4841;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YOPAL;4602;POLITECNICO MAYOR DE CASANARE;0919;07/31/2007 12:00:00 AM;85;CASANARE;85001;YOPAL;NO;;;;;2020;11
3774;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MANIZALES;1276;ACADEMIA NACIONAL DE APRENDIZAJE;1562;11/04/2008 12:00:00 AM;17;CALDAS;17001;MANIZALES;SI;20.046-3;NTC 5555;CELAC;RENOVADA;2020;11
4910;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;6673;INSTITUTO DE SISTEMAS COMPUCARIBE;0319;07/19/2012 12:00:00 AM;13;BOLÍVAR;13001;CARTAGENA;NO;;;;;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7486;CENTRO EDUCATIVO NACIONAL SISTEMATIZADO- CENAS;0423;02/24/2015 12:00:00 AM;52;NARIÑO;52399;LA UNIÓN;NO;;;;;2020;11
4841;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YOPAL;8365;INSTITUCION DE EDUCACIÓN PARA EL TRABAJO Y DESARROLLO HUMANO INGENIERÍA Y SERVICIOS SAR;1503;12/06/2016 12:00:00 AM;85;CASANARE;85001;YOPAL;NO;;;;;2020;11
3758;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;1352;CENTRO DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO CENFED S.A.S;0008858;03/15/2010 12:00:00 AM;5;ANTIOQUIA;5736;SEGOVIA;NO;;;;;2020;11
3735;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;4812;ESCUELA NACIONAL DE INFORMATICA;7681;11/29/2010 12:00:00 AM;25;CUNDINAMARCA;25843;VILLA DE SAN DIEGO DE UBATE;NO;;;;;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;7367;"INSTITUTO DE EDUCACION TECNICA LABORAL ""INETMAP""";611;06/06/2013 12:00:00 AM;23;CÓRDOBA;23466;MONTELÍBANO;NO;;;;;2020;11
4449;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE RIOHACHA;4776;ESCUELA DE ESTETICA Y COSMETOLOGIA MEDICA ELOISA TAMAYO;435;10/26/2010 12:00:00 AM;44;LA GUAJIRA;44001;RIOHACHA;NO;;;;;2020;11
3762;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ITAGÜÍ;5383;CENTRO DE SISTEMAS DE ANTIOQUIA ITAGUI;6998;05/25/2011 12:00:00 AM;5;ANTIOQUIA;5360;ITAGUI;SI;FT 024-1;NTC 5555;ICONTEC;RENOVADA;2020;11
3794;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA;8044;CORPORACION EDUCATIVA REGIONAL PARA EL TRABAJO CORPAT;885;10/14/2014 12:00:00 AM;47;MAGDALENA;47058;ARIGUANÍ;NO;;;;;2020;11
3806;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;4278;INSTITUTO DE BELLEZA YVONNE;568;12/11/2095 12:00:00 AM;66;RISARALDA;66001;PEREIRA;NO;;;;;2020;11
3790;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL HUILA;5017;CORPORACION EDUCATIVA FRANCISCO JOSE DE CALDAS;0154;02/02/2011 12:00:00 AM;41;HUILA;41298;GARZÓN;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;7425;CETIA FORMACIÓN Y CONSULTORIA;014254;12/22/2014 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3808;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SANTANDER;4672;CORPORACION UNIDADES TECNICAS DE COLOMBIA - UTC;006371;05/14/2010 12:00:00 AM;68;SANTANDER;68689;SAN VICENTE DE CHUCURÍ;NO;;;;;2020;11
3806;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;7669;ESCUELA PANAMERICANA DE APRENDIZAJE EPA;1826;04/27/2015 12:00:00 AM;66;RISARALDA;66001;PEREIRA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;5164;INTECC INSTITUCION DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO;4119;10/03/2005 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3735;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;6426;INSTITUTO TÉCNICO SAN ANDRES CORSSINI MADRID;9386;12/19/2012 12:00:00 AM;25;CUNDINAMARCA;25430;MADRID;NO;;;;;2020;11
3806;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;8911;JUANITA RUBIO;5369;05/29/2018 12:00:00 AM;66;RISARALDA;66001;PEREIRA;NO;;;;;2020;11
3758;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;4608;"INSTITUTO DE EDUCACION COMFENALCO ""CONSUELO MONTOYA GIL""";201500185750-3;05/06/2015 12:00:00 AM;5;ANTIOQUIA;5042;SANTAFÉ DE ANTIOQUIA;NO;;;;;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;6383;ESCUELA DE ESTÉTICA INTEGRAL PRINCESS;1951;07/24/2012 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;;;;;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;4136;"INSTITUTO NACIONAL DE EDUCACION Y SUPERACION POLITECNICO "" INDES""";429;10/24/2011 12:00:00 AM;23;CÓRDOBA;23162;CERETÉ;NO;;;;;2020;11
4436;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PITALITO;7762;POLITECNICO DEL SUR DE COLOMBIA POLISURCO;494;07/28/2015 12:00:00 AM;41;HUILA;41551;PITALITO;NO;;;;;2020;11
4841;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YOPAL;4625;INSTITUTO TECNICO DE EDUCACION Y CAPACITACION ITEC;0404;02/24/2006 12:00:00 AM;85;CASANARE;85001;YOPAL;NO;;;;;2020;11
3806;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;7557;POLITECNICO SUPERIOR CAFETERO;1413;03/27/2015 12:00:00 AM;66;RISARALDA;66001;PEREIRA;SI;FT-CER745349;NTC 5555;ICONTEC;PRIMERA VEZ;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;3223;"INSTITUTO DE CAPACITACIÓN INTEGRAL ""INCI LTDA""";0065 ART.1;02/10/2009 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;IC&T-5555-19-181-02/14;NTC 5555;INTERNATIONAL CERTIFICATION & TRAINING S.A.;VENCIDA;2020;11
3806;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA;2540;ACADEMIA DE BELLEZA ESTILOS EUROPEOS;321;05/05/2097 12:00:00 AM;66;RISARALDA;66001;PEREIRA;NO;;;;;2020;11
3764;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ATLÁNTICO;8459;CENTRO DE TECNICAS COMERCIALES RAPIDAS  - TECNICOR S.A.S.;2283;11/16/2016 12:00:00 AM;8;ATLÁNTICO;8078;BARANOA;NO;;;;;2020;11
10853;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FUNZA;5836;COLEGIO INCADE;11248;12/22/2011 12:00:00 AM;25;CUNDINAMARCA;25286;FUNZA;NO;;;;;2020;11
4449;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE RIOHACHA;9165;CORPORACION EDUCATIVA PARA EL FUTURO SINFRONTERAS S.A.S.;1493;12/13/2018 12:00:00 AM;44;LA GUAJIRA;44001;RIOHACHA;NO;;;;;2020;11
4815;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE JAMUNDÍ;6643;WORLD ENGLISH CENTRO DE IDIOMAS;36-49-062;08/08/2013 12:00:00 AM;76;VALLE DEL CAUCA;76364;JAMUNDÍ;NO;;;;;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;3235;YEAH COMMUNITY COLLEGE;1851;10/20/2006 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;FT -CER310540;NTC 5555;ICONTEC;VENCIDA;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;9299;TEDU SCHOOL;2292;08/14/2019 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;;;;;2020;11
10850;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FACATATIVÁ;6064;ESCUELA COLOMBIANA DE PETROLEOS ECOLPETROL S.A.S.;2823;05/31/2016 12:00:00 AM;25;CUNDINAMARCA;25269;FACATATIVÁ;NO;;;;;2020;11
3794;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA;7915;CORPORACION SISTEMATIZADA DE LA COSTA;1223;12/17/2012 12:00:00 AM;47;MAGDALENA;47288;FUNDACIÓN;NO;;;;;2020;11
3823;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TULUÁ;7748;ESCUELA DE ARTES INTREGRADAS TALENTO HUMANO;310054370;05/15/2015 12:00:00 AM;76;VALLE DEL CAUCA;76834;TULUÁ;NO;FT-CER446321;NTC 5555;ICONTEC;VENCIDA;2020;11
3778;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;7144;COLEGIO INSTITUTO BOLIVARIANO;20161700129264;09/28/2016 12:00:00 AM;19;CAUCA;19001;POPAYÁN;NO;;;;;2020;11
3773;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CALDAS;2088;TECNOSISTEMAS;07279-6522-6;08/06/2092 12:00:00 AM;17;CALDAS;17174;CHINCHINÁ;NO;;;;;2020;11
3773;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CALDAS;2081;INSTITUTO  DE EDUCACION  COMPUANSERMA;5204-9416-6;10/31/2011 12:00:00 AM;17;CALDAS;17042;ANSERMA;NO;;;;;2020;11
4612;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YUMBO;9368;INSTITUTO COLOMBIANO DE FORMACIÓN TÉCNICA;1193;10/25/2019 12:00:00 AM;76;VALLE DEL CAUCA;76892;YUMBO;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;1883;CESDE CENTRO DE ESTUDIOS ESPECIALIZADOS;05867;07/13/2009 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;SI;FT 026-1;NTC 5555;ICONTEC;RENOVADA;2020;11
3780;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR;2382;MINING ENGLISH LANGUAGE  CENTERS;0050;04/11/2006 12:00:00 AM;20;CESAR;20001;VALLEDUPAR;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;3966;ACADEMIA ARDEMO;7987;11/18/2097 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;7010;ESCUELA COLOMBIANA DE SALUD;6429;09/11/2098 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3782;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MONTERÍA;5198;ACADEMIA DE BELLEZA SANDRA;00088;01/30/2087 12:00:00 AM;23;CÓRDOBA;23001;MONTERIA;NO;;;;;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7569;INSTITUTO DE EDUCACIÓN TÉCNICA INESUR;2945;08/21/2012 12:00:00 AM;52;NARIÑO;52227;CUMBAL;NO;;;;;2020;11
3826;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL PUTUMAYO;8929;Instituto de Formación  y Capacitación  IFC;2480;07/03/2018 12:00:00 AM;86;PUTUMAYO;86571;PUERTO GUZMÁN;NO;;;;;2020;11
3800;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TUMACO;8910;"CORPORACIÓN PARA LA EDUCACIÓN TÉCNICA ""CETES""";0531;04/17/2018 12:00:00 AM;52;NARIÑO;52835;TUMACO;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;9565;INSTITUCIÓN UNIVERSITARIA SALAZAR Y HERRERA;1104;04/17/2097 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;7529;INSTITUTO TECNICO DEL SUR INDESU;2448;06/24/2014 12:00:00 AM;52;NARIÑO;52838;TÚQUERRES;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;6861;GENTE ESTRATÉGICA - CENTRO DE FORMACIÓN PARA EL TRABAJO;030014;06/28/2012 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;SI;CO18.02695;NTC 5555;BUREAU VERITAS;PRIMERA VEZ;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;8939;ESVIAL;1768;06/20/2018 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;;;;;2020;11
4910;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;7135;INSTITUTO TECNICO DEL NORTE;1061;03/04/2013 12:00:00 AM;13;BOLÍVAR;13001;CARTAGENA;NO;;;;;2020;11
